airport_ident,length_ft,width_ft,closed,le_ident,he_ident
KONM,4590.0,60.0,0,06,24
KONM,5841.0,100.0,0,15,33
KONO,5006.0,100.0,0,15,33
KONP,3000.0,75.0,0,02,20
KONP,5398.0,150.0,0,16,34
KONT,12198.0,150.0,0,08L,26R
KONT,10200.0,150.0,0,08R,26L
KONX,5506.0,150.0,0,05,23
KONY,5098.0,75.0,0,04,22
KONY,5096.0,150.0,0,13,31
KONY,5101.0,75.0,0,17,35
KONZ,4846.0,100.0,0,04,22
KONZ,4425.0,75.0,0,17,35
KOOA,1975.0,75.0,0,04,22
KOOA,4003.0,75.0,0,13,31
KOPF,8002.0,150.0,0,09L,27R
KOPF,4306.0,100.0,0,09R,27L
KOPF,6800.0,150.0,0,12,30
KOPL,4051.0,100.0,0,06,24
KOPL,4550.0,100.0,1,11,29
KOPL,5849.0,100.0,0,18,36
KOPN,5701.0,100.0,0,12,30
KOQN,3347.0,50.0,0,09,27
KOQU,4000.0,100.0,1,01,19
KOQU,4000.0,75.0,0,05,23
KOQU,2963.0,100.0,1,10,28
KOQU,7504.0,150.0,0,16,34
KOQW,3300.0,60.0,0,15,33
KOR,1640.0,98.0,0,01,19
KORB,4001.0,75.0,0,13,31
KORC,4250.0,60.0,0,16,34
KORD,7500.0,150.0,0,04L,22R
KORD,8075.0,150.0,0,04R,22L
KORD,11245.0,200.0,0,09C,27C
KORD,7500.0,150.0,0,09L,27R
KORD,7967.0,150.0,0,09R,27L
KORD,10801.0,200.0,0,10C,28C
KORD,13000.0,150.0,0,10L,28R
KORD,7500.0,150.0,0,10R,28L
KORD,10005.0,150.0,1,14L,32R
KORD,9686.0,200.0,1,15,33
KORD,5332.0,150.0,1,18,36
KORE,5000.0,75.0,0,01,19
KORE,5000.0,150.0,1,06,24
KORE,4801.0,75.0,0,14,32
KORF,9001.0,150.0,0,05,23
KORF,4875.0,150.0,0,14,32
KORG,4396.0,75.0,0,04,22
KORG,3000.0,50.0,0,13,31
KORH,7000.0,150.0,0,11,29
KORH,5000.0,100.0,0,15,33
KORK,5002.0,75.0,0,05,23
KORK,3019.0,75.0,0,17,35
KORL,6003.0,150.0,0,07,25
KORL,4638.0,100.0,0,13,31
KORS,2900.0,60.0,0,16,34
KOSA,5000.0,75.0,0,17,35
KOSC,11800.0,200.0,0,7,25
KOSH,3424.0,75.0,0,04,22
KOSH,6178.0,150.0,0,09,27
KOSH,3060.0,75.0,0,13,31
KOSH,8002.0,150.0,0,18,36
KOSU,3555.0,100.0,0,05,23
KOSU,2994.0,100.0,0,09L,27R
KOSU,5004.0,100.0,0,09R,27L
KOSU,3438.0,100.0,1,14,32
KOSX,5000.0,75.0,0,14,32
KOTG,5506.0,100.0,0,11,29
KOTG,4201.0,100.0,0,17,35
KOTH,5980.0,150.0,0,05,23
KOTH,4470.0,150.0,0,13,31
KOTM,5178.0,200.0,0,04,22
KOTM,5885.0,150.0,0,13,31
KOUN,4747.0,100.0,0,03,21
KOUN,5200.0,100.0,0,17,35
KOVE,6020.0,100.0,0,01,19
KOVE,3540.0,100.0,0,12,30
KOVL,3498.0,75.0,0,11,29
KOVO,5002.0,75.0,0,05,23
KOVO,2730.0,50.0,0,15,33
KOVS,3660.0,58.0,0,02,20
KOVS,5000.0,75.0,0,07,25
KOWA,5500.0,100.0,0,12,30
KOWB,5000.0,100.0,0,05,23
KOWB,6494.0,150.0,0,18,36
KOWD,3995.0,75.0,0,10,28
KOWD,4008.0,100.0,0,17,35
KOWI,2345.0,81.0,0,05,23
KOWI,1900.0,72.0,0,13,31
KOWI,4500.0,75.0,0,17,35
KOWK,3999.0,100.0,0,03,21
KOWK,3999.0,100.0,0,15,33
KOWP,5800.0,100.0,0,17,35
KOWX,4427.0,65.0,0,09,27
KOXB,3201.0,75.0,0,02,20
KOXB,4072.0,75.0,0,14,32
KOXC,5800.0,100.0,0,18,36
KOXD,4011.0,70.0,0,05,23
KOXI,3096.0,145.0,0,09,27
KOXI,5001.0,75.0,0,18,36
KOXR,5953.0,100.0,0,07,25
KOXV,4000.0,75.0,0,15,33
KOY,10000.0,1000.0,0,ALL,WAY
KOYM,4300.0,75.0,0,10,28
KOZA,6000.0,75.0,0,16,34
KOZR,4500.0,150.0,0,06,24
KOZR,4500.0,150.0,1,14,32
KOZR,5000.0,150.0,0,18,36
KOZW,5002.0,100.0,0,13,31
KP-0002,6200.0,289.0,0,13,31
KP-0003,2973.0,,0,12,30
KP-0004,8180.0,174.0,0,04,22
KP-0005,8170.0,131.0,0,10L,28R
KP-0005,9220.0,79.0,0,10R,28L
KP-0006,6450.0,194.0,0,11,29
KP-0007,6620.0,282.0,0,10,28
KP-0009,3250.0,236.0,0,03,21
KP-0010,8420.0,49.0,0,12,30
KP-0011,4310.0,69.0,0,09,27
KP-0012,2340.0,92.0,0,04,22
KP-0013,8150.0,130.0,0,06,24
KP-0014,6290.0,82.0,0,01,19
KP-0015,8200.0,140.0,0,07,25
KP-0016,6640.0,120.0,0,03,21
KP-0017,3070.0,112.0,0,03,21
KP-0018,8180.0,190.0,0,05,23
KP-0019,3650.0,253.0,0,15,33
KP-0020,8180.0,154.0,0,12,30
KP-0022,8150.0,164.0,0,14,32
KP-0023,8150.0,170.0,0,01,19
KP-0024,6520.0,85.0,0,01,19
KP-0025,8150.0,161.0,0,05,23
KP-0027,7400.0,266.0,0,04,22
KP-0028,7400.0,266.0,0,04,22
KP-0029,10750.0,197.0,0,07,25
KP-0030,5200.0,75.0,0,12,30
KP-0031,8500.0,180.0,0,13,31
KP-0032,8202.0,196.0,0,04,22
KP-0033,1560.0,46.0,0,04,22
KP-0034,3910.0,197.0,0,07,25
KP-0035,9500.0,135.0,0,14,32
KP-0036,9170.0,203.0,0,16,34
KP-0037,6400.0,79.0,0,10,28
KP-0038,8150.0,131.0,0,11,29
KP-0039,8202.0,140.0,0,15,33
KP-0040,6563.0,80.0,0,09,27
KP-0042,2400.0,125.0,0,09,27
KP-0043,2600.0,89.0,0,05,23
KP-0044,2950.0,199.0,0,14,32
KP-0045,1600.0,102.0,0,14,32
KP-0046,2800.0,154.0,0,18,36
KP-0047,8850.0,82.0,0,058,238
KP-0048,2900.0,141.0,0,15,33
KP-0049,4800.0,400.0,0,11,29
KP-0050,6650.0,164.0,0,11,29
KP-0051,1430.0,16.0,0,06,24
KP-0052,6450.0,85.0,0,10,28
KP-0053,7850.0,174.0,0,03,21
KP-0054,9550.0,207.0,0,11,29
KP-0055,3500.0,200.0,0,13,31
KP-0056,3750.0,164.0,0,10,28
KP-0057,3360.0,82.0,0,06,24
KP-0058,3900.0,207.0,0,03,21
KP-0059,3530.0,150.0,0,09,27
KP-0060,4540.0,105.0,0,06,24
KP-0061,3650.0,253.0,0,15,33
KP-0062,880.0,49.0,0,05,23
KP-0063,2850.0,102.0,0,14,32
KP-0064,2500.0,128.0,0,03,21
KP-0065,6360.0,69.0,0,14,32
KP-0068,3550.0,33.0,0,12,30
KP-0069,,,0,10,28
KP-0072,9514.0,131.0,0,126,306
KP-0073,1500.0,62.0,0,01,19
KP-0075,8202.0,131.0,0,099,279
KP-0077,1850.0,52.0,0,07,25
KP-0078,8858.0,66.0,0,161,341
KP-0081,7650.0,52.0,0,02,20
KP-0082,6100.0,75.0,0,14,32
KP-0083,6562.0,82.0,0,103,283
KP-0085,2910.0,33.0,0,16,34
KP-0099,3020.0,141.0,0,11,29
KP01,3800.0,60.0,0,12,30
KP03,5303.0,72.0,0,05,23
KP04,2650.0,110.0,0,02,20
KP04,5929.0,60.0,0,17,35
KP08,5528.0,150.0,0,05,23
KP08,5547.0,150.0,1,11,29
KP08,3861.0,75.0,0,17,35
KP10,4200.0,50.0,0,04,22
KP13,6500.0,100.0,0,09,27
KP14,6698.0,75.0,0,03,21
KP14,3200.0,120.0,0,11,29
KP19,3913.0,60.0,0,17,35
KP20,6250.0,100.0,0,01,19
KP23,4800.0,75.0,0,04,22
KP29,4430.0,60.0,0,06,24
KP33,6095.0,75.0,0,03,21
KP33,6100.0,150.0,1,14,32
KP52,4250.0,75.0,0,14,32
KPAE,4514.0,75.0,0,11,29
KPAE,3000.0,75.0,0,16L,34R
KPAE,9010.0,150.0,0,16R,34L
KPAH,6499.0,150.0,0,04,22
KPAH,5500.0,150.0,0,14,32
KPAM,10004.0,200.0,0,13L,31R
KPAM,9135.0,150.0,0,13R,31L
KPAN,5500.0,75.0,0,06,24
KPAO,2443.0,70.0,0,13,31
KPB,4000.0,250.0,0,N,S
KPBF,5998.0,150.0,0,18,36
KPBG,11758.0,200.0,0,17,35
KPBH,5000.0,75.0,0,01,19
KPBH,3950.0,75.0,0,06,24
KPBI,10008.0,150.0,0,10L,28R
KPBI,3213.0,75.0,0,10R,28L
KPBI,6932.0,150.0,0,14,32
KPBX,3600.0,75.0,0,02,20
KPBX,5350.0,100.0,0,09,27
KPCA,1500.0,75.0,0,H1,
KPCA,1500.0,75.0,0,H2,
KPCA,1500.0,75.0,0,H3,
KPCA,1500.0,75.0,0,H4,
KPCM,3950.0,75.0,0,10,28
KPCW,5004.0,75.0,0,09,27
KPCW,4001.0,75.0,0,18,36
KPCZ,1480.0,110.0,1,06,24
KPCZ,5200.0,100.0,0,10,28
KPCZ,3900.0,75.0,0,13,31
KPDC,3999.0,75.0,0,11,29
KPDC,5000.0,75.0,0,14,32
KPDK,3383.0,150.0,1,09,27
KPDK,3967.0,150.0,0,16,34
KPDK,3746.0,150.0,0,3L,21R
KPDK,6001.0,100.0,0,3R,21L
KPDT,6300.0,150.0,0,07,25
KPDT,5581.0,100.0,0,11,29
KPDT,4341.0,60.0,0,16,34
KPDX,7001.0,150.0,0,03,21
KPDX,8000.0,150.0,0,10L,28R
KPDX,11000.0,150.0,0,10R,28L
KPEA,5400.0,75.0,0,16,34
KPEO,5500.0,100.0,0,01,19
KPEO,3561.0,50.0,0,10,28
KPEQ,5954.0,80.0,0,09,27
KPEQ,6237.0,80.0,0,14,32
KPEX,3300.0,75.0,0,11,29
KPEZ,4000.0,75.0,0,16,34
KPFN,4884.0,150.0,0,05,23
KPFN,6308.0,150.0,0,14,32
KPGA,2201.0,100.0,0,07,25
KPGA,5950.0,150.0,0,15,33
KPGD,6695.0,150.0,0,04,22
KPGD,4591.0,150.0,0,09,27
KPGD,4743.0,150.0,0,15,33
KPGR,4500.0,75.0,0,04,22
KPGR,2800.0,100.0,0,08,26
KPGV,6500.0,150.0,0,02,20
KPGV,4998.0,150.0,0,08,26
KPGV,2687.0,150.0,0,15,33
KPHD,2050.0,100.0,0,11,29
KPHD,3950.0,100.0,0,14,32
KPHF,6526.0,150.0,0,02,20
KPHF,8003.0,150.0,0,07,25
KPHG,2743.0,140.0,0,03,21
KPHG,4503.0,60.0,0,13,31
KPHH,3001.0,60.0,0,18,36
KPHK,1617.0,100.0,1,07,25
KPHK,4116.0,75.0,0,17,35
KPHL,5000.0,150.0,0,08,26
KPHL,9500.0,150.0,0,09L,27R
KPHL,10506.0,200.0,0,09R,27L
KPHL,5460.0,150.0,0,17,35
KPHN,5103.0,100.0,0,04,22
KPHN,4001.0,75.0,0,10,28
KPHP,3600.0,150.0,0,05,23
KPHP,4000.0,75.0,0,12,30
KPHT,5001.0,100.0,0,02,20
KPHX,10300.0,150.0,0,07L,25R
KPHX,7800.0,150.0,0,07R,25L
KPHX,11489.0,150.0,0,08,26
KPIA,8003.0,150.0,0,04,22
KPIA,10104.0,150.0,0,13,31
KPIB,6501.0,150.0,0,18,36
KPIE,5903.0,150.0,0,04,22
KPIE,5165.0,150.0,1,09,27
KPIE,8800.0,150.0,1,17L,35R
KPIE,4000.0,75.0,1,17R,35L
KPIE,9730.0,150.0,0,18,36
KPIH,9060.0,150.0,0,03,21
KPIH,7150.0,100.0,0,17,35
KPIL,4999.0,150.0,0,03,21
KPIL,5300.0,150.0,0,08,26
KPIL,8000.0,200.0,0,13,31
KPIL,4200.0,150.0,0,17,35
KPIM,5002.0,100.0,0,09,27
KPIR,6887.0,150.0,0,07,25
KPIR,6900.0,100.0,0,13,31
KPIT,9708.0,150.0,0,10C,28C
KPIT,10502.0,150.0,0,10L,28R
KPIT,11500.0,200.0,0,10R,28L
KPIT,8101.0,150.0,0,14,32
KPJC,4102.0,75.0,0,17,35
KPJY,4000.0,60.0,0,18,36
KPKB,6781.0,150.0,0,03,21
KPKB,4000.0,150.0,0,10,28
KPKD,5498.0,100.0,0,13,31
KPKD,3190.0,140.0,0,17,35
KPKF,3200.0,60.0,0,18,36
KPKV,2700.0,60.0,0,05,23
KPKV,5004.0,75.0,0,14,32
KPLB,5000.0,100.0,0,01,19
KPLB,5000.0,100.0,0,14,32
KPLD,4002.0,75.0,0,09,27
KPLK,3739.0,100.0,0,11,29
KPLN,5395.0,150.0,0,05,23
KPLN,6512.0,150.0,0,14,32
KPLR,5001.0,80.0,0,03,21
KPLU,3650.0,60.0,0,17,35
KPMB,3800.0,75.0,0,15,33
KPMD,12001.0,150.0,0,04,22
KPMD,12002.0,150.0,0,07,25
KPMD,6000.0,75.0,0,072,252
KPMH,5006.0,100.0,0,18,36
KPMP,4001.0,150.0,0,06,24
KPMP,3502.0,100.0,0,10,28
KPMP,4418.0,150.0,0,15,33
KPMU,5000.0,75.0,0,01,19
KPMV,4100.0,100.0,0,16,34
KPMZ,3700.0,75.0,0,03,21
KPNA,7100.0,100.0,0,11,29
KPNC,7201.0,150.0,0,17,35
KPNE,7000.0,150.0,0,06,24
KPNE,5000.0,150.0,0,15,33
KPNM,3900.0,75.0,0,15,33
KPNN,3999.0,150.0,0,06,24
KPNN,4004.0,100.0,0,15,33
KPNS,7000.0,150.0,0,08,26
KPNS,7004.0,150.0,0,17,35
KPNT,5001.0,75.0,0,06,24
KPOB,3000.0,60.0,0,049,229
KPOB,7501.0,150.0,0,05,23
KPOC,3661.0,75.0,0,08L,26R
KPOC,4839.0,75.0,0,08R,26L
KPOE,4109.0,125.0,0,15,33
KPOF,5008.0,100.0,0,18,36
KPOH,4100.0,60.0,0,11,29
KPOH,1950.0,135.0,0,18,36
KPOU,5001.0,100.0,0,06,24
KPOU,1358.0,100.0,0,07,25
KPOU,2743.0,100.0,0,15,33
KPOV,3500.0,75.0,0,09,27
KPOY,2176.0,100.0,0,03,21
KPOY,6205.0,100.0,0,13,31
KPOY,2400.0,100.0,0,16,34
KPPA,4500.0,75.0,0,05,23
KPPA,4500.0,150.0,1,11,29
KPPA,5866.0,100.0,0,17,35
KPPF,4007.0,100.0,1,04,22
KPPF,5687.0,100.0,0,17,35
KPPO,5000.0,75.0,0,02,20
KPPO,2800.0,60.0,0,14,32
KPPQ,4000.0,60.0,0,13,31
KPQI,7440.0,150.0,0,01,19
KPQI,5994.0,150.0,0,10,28
KPQL,6500.0,100.0,0,17,35
KPQN,2539.0,221.0,0,09,27
KPQN,4302.0,75.0,0,18,36
KPR,10000.0,4000.0,0,E,W
KPRB,6009.0,150.0,0,01,19
KPRB,4700.0,100.0,0,13,31
KPRC,4846.0,60.0,0,03L,21R
KPRC,7550.0,150.0,0,03R,21L
KPRC,4408.0,75.0,0,12,30
KPRG,4502.0,75.0,0,09,27
KPRN,5500.0,80.0,0,14,32
KPRO,2280.0,235.0,0,04,22
KPRO,4000.0,75.0,0,14,32
KPRS,5200.0,75.0,0,17,35
KPRX,4624.0,150.0,0,03,21
KPRX,4624.0,150.0,0,14,32
KPRX,6002.0,150.0,0,17,35
KPRZ,5700.0,60.0,0,01,19
KPRZ,4560.0,60.0,0,08,26
KPSB,5006.0,100.0,0,06,24
KPSB,5711.0,100.0,0,16,34
KPSC,7711.0,150.0,0,03L,21R
KPSC,4423.0,75.0,0,03R,21L
KPSC,7703.0,150.0,0,12,30
KPSF,5001.0,100.0,0,08,26
KPSF,3496.0,100.0,0,14,32
KPSK,6201.0,150.0,0,06,24
KPSM,11321.0,150.0,0,16,34
KPSN,4003.0,75.0,0,09,27
KPSN,5005.0,100.0,0,18,36
KPSO,8098.0,100.0,0,01,19
KPSP,4952.0,75.0,0,13L,31R
KPSP,10000.0,150.0,0,13R,31L
KPSX,5001.0,150.0,0,08,26
KPSX,5001.0,150.0,0,13,31
KPSX,5001.0,150.0,0,17,35
KPTB,5001.0,100.0,0,05,23
KPTB,3061.0,50.0,0,14,32
KPTD,3705.0,60.0,0,06,24
KPTK,2451.0,75.0,1,04,22
KPTK,5000.0,100.0,0,09L,27R
KPTK,6200.0,150.0,0,09R,27L
KPTK,1856.0,50.0,0,18,36
KPTN,4500.0,100.0,0,04W,22W
KPTN,5399.0,150.0,0,06,24
KPTS,4001.0,75.0,0,04,22
KPTS,3008.0,100.0,1,10,28
KPTS,5500.0,100.0,0,16,34
KPTT,5500.0,100.0,0,17,35
KPTV,5908.0,150.0,0,12,30
KPTW,3371.0,75.0,0,10,28
KPUB,10496.0,150.0,0,08L,26R
KPUB,4073.0,75.0,0,08R,26L
KPUB,8268.0,150.0,1,12,30
KPUB,8308.0,150.0,0,17,35
KPUC,3631.0,75.0,0,07,25
KPUC,4520.0,75.0,0,14,32
KPUC,8319.0,100.0,0,18,36
KPUJ,5505.0,100.0,0,13,31
KPUW,7100.0,150.0,0,05,23
KPVB,3600.0,75.0,0,07,25
KPVB,4000.0,75.0,0,15,33
KPVC,3500.0,100.0,0,07,25
KPVD,8700.0,150.0,0,05,23
KPVD,6081.0,150.0,0,16,34
KPVE,6000.0,100.0,0,01,19
KPVF,4201.0,75.0,0,05,23
KPVG,3525.0,70.0,0,02,20
KPVG,5350.0,100.0,0,10,28
KPVJ,3499.0,150.0,0,12,30
KPVJ,5000.0,100.0,1,17,35
KPVU,8599.0,150.0,0,13,31
KPVU,6614.0,150.0,0,18,36
KPVW,5997.0,100.0,0,04,22
KPVW,4000.0,100.0,0,13,31
KPVZ,3794.0,,0,12,30
KPWA,4213.0,100.0,0,13,31
KPWA,7198.0,150.0,0,17L,35R
KPWA,5000.0,75.0,0,17R,35L
KPWC,3000.0,75.0,0,16,34
KPWD,2950.0,60.0,0,08,26
KPWD,3900.0,75.0,0,12,30
KPWD,1600.0,83.0,0,16,34
KPWG,3484.0,55.0,0,04,22
KPWG,5501.0,75.0,0,17,35
KPWK,3660.0,50.0,0,06,24
KPWK,4386.0,75.0,0,12,30
KPWK,5000.0,150.0,0,16,34
KPWM,7200.0,150.0,0,11,29
KPWM,5001.0,150.0,0,18,36
KPWT,6000.0,150.0,0,02,20
KPWT,5122.0,150.0,1,16,34
KPXE,5002.0,100.0,0,18,36
KPY,10000.0,2000.0,0,E,W
KPYG,3395.0,60.0,0,05,23
KPYM,4349.0,75.0,0,06,24
KPYM,3351.0,75.0,0,15,33
KPYN,3300.0,60.0,0,03,21
KPYP,5500.0,100.0,0,07,25
KPYX,3280.0,144.0,0,04,22
KPYX,5700.0,75.0,0,17,35
KPZQ,4105.0,75.0,0,09,27
KQA,10000.0,1000.0,0,E,W
KQL,1647.0,98.0,0,15,33
KR-0009,70.0,70.0,0,,
KR-0012,75.0,75.0,0,H1,H1
KR-0053,25.0,25.0,0,,
KR-0054,40.0,30.0,0,,
KR-1080,5118.0,100.0,0,05,23
KR47,4455.0,65.0,0,09,27
KR49,3498.0,60.0,0,17,35
KRAC,6556.0,100.0,0,04,22
KRAC,4423.0,100.0,0,14,32
KRAL,5401.0,100.0,0,09,27
KRAL,2851.0,48.0,0,16,34
KRAP,3601.0,75.0,0,05,23
KRAP,8701.0,150.0,0,14,32
KRAS,3482.0,70.0,0,12,30
KRAW,3300.0,60.0,0,18,36
KRBD,6451.0,150.0,0,13,31
KRBD,3800.0,150.0,0,17,35
KRBE,2250.0,120.0,0,02,20
KRBE,4698.0,75.0,0,13,31
KRBG,4601.0,100.0,0,16,34
KRBL,5700.0,100.0,0,15,33
KRBM,5000.0,75.0,0,04,22
KRBO,3700.0,75.0,0,13,31
KRBW,6002.0,100.0,0,05,23
KRBW,5408.0,150.0,0,09,27
KRBW,5705.0,100.0,0,17,35
KRCA,13497.0,300.0,0,13,31
KRCK,3084.0,50.0,0,17,35
KRCM,2801.0,60.0,0,13,31
KRCM,4206.0,75.0,0,18,36
KRCP,5000.0,75.0,0,18,36
KRCR,5001.0,75.0,0,11,29
KRCT,4506.0,100.0,0,17,35
KRCX,3200.0,75.0,0,01,19
KRCX,4000.0,75.0,0,14,32
KRCZ,3000.0,500.0,0,04,22
KRCZ,4492.0,100.0,0,13,31
KRDD,5067.0,150.0,0,12,30
KRDD,7003.0,150.0,0,16,34
KRDG,6350.0,150.0,0,13,31
KRDG,5151.0,150.0,0,18,36
KRDK,4100.0,75.0,0,05,23
KRDK,2050.0,210.0,0,14,32
KRDK,2901.0,60.0,0,17,35
KRDM,7040.0,150.0,0,04,22
KRDM,6998.0,100.0,0,10,28
KRDR,12350.0,150.0,0,17,35
KRDU,10000.0,150.0,0,05L,23R
KRDU,7500.0,150.0,0,05R,23L
KRDU,3570.0,100.0,0,14,32
KRED,4000.0,75.0,0,16,34
KREI,4505.0,75.0,0,08,26
KREO,6000.0,150.0,0,03,21
KRFD,8199.0,150.0,0,01,19
KRFD,10004.0,150.0,0,07,25
KRFG,2650.0,40.0,1,09,27
KRFG,4361.0,60.0,0,14,32
KRFI,3002.0,75.0,0,12,30
KRFI,4004.0,75.0,0,16,34
KRGK,5011.0,100.0,0,09,27
KRHI,5600.0,100.0,1,05,23
KRHI,6800.0,150.0,0,09,27
KRHI,4504.0,100.0,0,15,33
KRHP,5500.0,75.0,0,08,26
KRHV,3100.0,75.0,0,13L,31R
KRHV,3099.0,75.0,0,13R,31L
KRIC,6607.0,150.0,0,02,20
KRIC,5326.0,100.0,0,07,25
KRIC,9003.0,150.0,0,16,34
KRID,5500.0,150.0,0,06,24
KRID,3560.0,150.0,1,10,28
KRID,5000.0,100.0,0,15,33
KRIF,6600.0,75.0,0,01,19
KRIL,7000.0,100.0,0,08,26
KRIR,3200.0,50.0,0,06,24
KRIU,3800.0,75.0,0,04,22
KRIV,3010.0,100.0,0,12,30
KRIV,13300.0,200.0,0,14,32
KRIW,4800.0,70.0,0,01,19
KRIW,8203.0,150.0,0,10,28
KRJD,3200.0,50.0,0,12,30
KRK1,5500.0,150.0,0,8,26
KRKD,3900.0,100.0,0,03,21
KRKD,5007.0,100.0,0,13,31
KRKP,4350.0,150.0,1,09,27
KRKP,5608.0,150.0,0,14,32
KRKP,4498.0,150.0,0,18,36
KRKR,4006.0,75.0,0,18,36
KRKS,5223.0,75.0,0,03,21
KRKS,10000.0,150.0,0,09,27
KRKW,4995.0,100.0,0,04,22
KRLD,4009.0,75.0,0,01,19
KRLD,3995.0,100.0,0,08,26
KRME,11820.0,200.0,0,15,33
KRMG,6000.0,150.0,0,01,19
KRMG,4497.0,100.0,0,07,25
KRMG,3596.0,75.0,1,14,32
KRMN,5000.0,100.0,0,15,33
KRMY,3500.0,75.0,0,10,28
KRNC,5000.0,100.0,0,05,23
KRND,8351.0,200.0,0,14L,32R
KRND,8353.0,200.0,0,14R,32L
KRNH,2110.0,75.0,0,04,22
KRNH,4003.0,75.0,0,14,32
KRNM,5001.0,150.0,0,09,27
KRNO,6102.0,150.0,0,08,26
KRNO,9000.0,150.0,0,17L,35R
KRNO,11002.0,150.0,0,17R,35L
KRNP,2483.0,130.0,0,06,24
KRNP,4300.0,75.0,0,10,28
KRNP,2599.0,260.0,0,18,36
KRNT,5382.0,200.0,0,16,34
KRNV,4006.0,75.0,0,17,35
KROA,6800.0,150.0,0,06,24
KROA,5810.0,150.0,0,15,33
KROC,8001.0,150.0,0,04,22
KROC,4000.0,100.0,0,07,25
KROC,6402.0,150.0,0,10,28
KROG,6011.0,100.0,0,02,20
KROS,4400.0,75.0,0,16,34
KROW,13001.0,150.0,0,03,21
KROW,7425.0,200.0,1,12,30
KROW,9999.0,100.0,0,17,35
KROX,2504.0,250.0,0,06,24
KROX,4400.0,75.0,0,16,34
KRPB,1930.0,100.0,0,14,32
KRPB,3500.0,60.0,0,18,36
KRPD,5700.0,100.0,0,01,19
KRPD,3500.0,75.0,0,13,31
KRPH,4200.0,75.0,0,03,21
KRPH,3317.0,50.0,0,18,36
KRPJ,4226.0,75.0,0,07,25
KRPX,5098.0,75.0,0,06,24
KRPX,2458.0,100.0,0,15,33
KRQB,4300.0,75.0,0,09,27
KRQB,2700.0,75.0,0,14,32
KRQE,7000.0,75.0,0,02,20
KRQO,5600.0,75.0,0,17,35
KRQO,4630.0,190.0,0,18,36
KRRL,5100.0,75.0,0,07,25
KRRL,2997.0,75.0,0,16,34
KRRQ,3097.0,50.0,0,16,34
KRRT,3000.0,150.0,0,04,22
KRRT,5400.0,100.0,0,13,31
KRSL,1602.0,300.0,0,03,21
KRSL,5000.0,75.0,0,17,35
KRSN,5003.0,100.0,0,18,36
KRST,7300.0,150.0,0,02,20
KRST,9033.0,150.0,0,13,31
KRSV,5109.0,75.0,0,09,27
KRSV,3399.0,75.0,0,17,35
KRSW,12000.0,150.0,0,06,24
KRTN,6328.0,75.0,0,02,20
KRTN,4404.0,75.0,0,07,25
KRU,1900.0,98.0,0,15,33
KRUE,5094.0,75.0,0,07,25
KRUG,3604.0,60.0,0,12,30
KRUQ,5500.0,100.0,0,02,20
KRUT,5000.0,100.0,0,01,19
KRUT,3170.0,75.0,0,13,31
KRVJ,3802.0,75.0,0,11,29
KRVL,5001.0,75.0,0,06,24
KRVN,3502.0,75.0,0,07,25
KRVS,5103.0,100.0,0,01L,19R
KRVS,4212.0,100.0,0,01R,19L
KRVS,2807.0,50.0,0,13,31
KRWF,2050.0,200.0,0,05,23
KRWF,4001.0,100.0,0,12,30
KRWI,7100.0,150.0,0,04,22
KRWL,7008.0,100.0,0,04,22
KRWL,4118.0,60.0,0,10,28
KRWN,4200.0,75.0,0,09,27
KRWV,3252.0,50.0,0,15,33
KRXE,4200.0,75.0,0,17,35
KRYM,6100.0,100.0,0,13,31
KRYM,3500.0,80.0,0,132,312
KRYN,4900.0,75.0,0,06L,24R
KRYN,5500.0,75.0,0,06R,24L
KRYN,4000.0,75.0,0,15,33
KRYV,4430.0,75.0,0,05,23
KRYV,2801.0,75.0,0,11,29
KRYW,3808.0,50.0,0,15,33
KRYY,6305.0,75.0,0,09,27
KRZL,1930.0,150.0,0,09,27
KRZL,4001.0,60.0,0,18,36
KRZN,3900.0,75.0,0,04,22
KRZN,3500.0,75.0,0,13,31
KRZR,5500.0,100.0,0,03,21
KRZT,5404.0,100.0,0,05,23
KRZT,3130.0,125.0,0,12,30
KRZZ,4006.0,75.0,0,05,23
KRZZ,2465.0,150.0,0,16,34
KS01,4601.0,75.0,0,06,24
KS01,2800.0,100.0,0,15,33
KS03,3603.0,75.0,0,12,30
KS05,3600.0,60.0,0,16,34
KS10,3539.0,60.0,0,02,20
KS12,3004.0,75.0,0,16,34
KS17,4837.0,40.0,0,06,24
KS19,3598.0,75.0,0,18,36
KS20,3491.0,40.0,0,07,25
KS21,5455.0,70.0,0,18,36
KS23,4059.0,45.0,0,15,33
KS24,5500.0,100.0,0,06,24
KS25,4401.0,75.0,0,12,30
KS25,2320.0,150.0,0,18,36
KS27,3600.0,60.0,0,13,31
KS32,3500.0,60.0,0,13,31
KS33,2701.0,50.0,0,04,22
KS33,5089.0,75.0,0,16,34
KS34,1750.0,100.0,1,07,25
KS34,4650.0,75.0,0,13,31
KS36,3288.0,40.0,0,15,33
KS39,5000.0,60.0,0,11,29
KS39,4031.0,40.0,0,15,33
KS40,3450.0,60.0,0,07,25
KS42,5000.0,60.0,0,01,19
KS45,3300.0,60.0,0,17,35
KS48,3095.0,32.0,0,07,25
KS50,3400.0,75.0,0,16,34
KS52,5048.0,75.0,0,13,31
KS59,5000.0,75.0,0,15,33
KS64,2260.0,100.0,0,07,25
KS64,4200.0,75.0,0,11,29
KS67,5000.0,75.0,0,11,29
